Node,PageRank,Degree,NORMALIZE,,,,,,,,,,
1154,1.48E-04,57,1.301337551,,,,,,57,,,,
1155,1.61E-05,57,1.301337551,,,,,,57,,,,
1156,1.61E-05,57,1.301337551,,,,,,57,,,,
1157,1.61E-05,57,1.301337551,,,,,,57,,,,
1158,1.32E-04,57,1.301337551,,,,,,57,,,,
1159,1.54E-04,57,1.301337551,,,,,,57,,,,
1160,6.74E-05,57,1.301337551,,,,,,57,,,,
1161,5.73E-04,57,1.301337551,,,,,,57,,,,
1162,2.80E-04,57,1.301337551,,,,,,57,,,,
1163,9.55E-05,57,1.301337551,,,,,,57,,,,
1164,1.42E-04,57,1.301337551,,,,,,57,,,,
1165,1.27E-04,57,1.301337551,,,,,,57,,,,
1166,7.63E-05,56,1.273637455,,,,,,56,,,,
1167,8.23E-05,56,1.273637455,,,,,,56,,,,
1168,2.54E-04,56,1.273637455,,,,,,56,,,,
1169,6.87E-05,56,1.273637455,,,,,,56,,,,
1170,1.36E-04,56,1.273637455,,,,,,56,,,,
1171,1.53E-04,56,1.273637455,,,,,,56,,,,
1172,4.03E-05,56,1.273637455,,,,,,56,,,,
1173,5.12E-05,56,1.273637455,,,,,,56,,,,
1174,8.52E-05,56,1.273637455,,,,,,56,,,,
1175,4.20E-05,56,1.273637455,,,,,,56,,,,
1176,1.46E-04,56,1.273637455,,,,,,56,,,,
1177,7.58E-05,56,1.273637455,,,,,,56,,,,
1178,9.53E-05,56,1.273637455,,,,,,56,,,,
1179,1.61E-04,56,1.273637455,,,,,,56,,,,
1180,2.73E-04,56,1.273637455,,,,,,56,,,,
1181,6.26E-05,56,1.273637455,,,,,,56,,,,
1182,7.32E-05,55,1.245937359,,,,,,55,,,,
1183,3.40E-05,55,1.245937359,,,,,,55,,,,
1184,6.33E-05,55,1.245937359,,,,,,55,,,,
1185,3.19E-04,55,1.245937359,,,,,,55,,,,
1186,2.25E-05,55,1.245937359,,,,,,55,,,,
1187,9.62E-05,55,1.245937359,,,,,,55,,,,
1188,1.23E-04,55,1.245937359,,,,,,55,,,,
1189,1.44E-04,55,1.245937359,,,,,,55,,,,
1190,1.63E-04,55,1.245937359,,,,,,55,,,,
1191,1.68E-04,55,1.245937359,,,,,,55,,,,
1192,3.39E-05,55,1.245937359,,,,,,55,,,,
1193,2.76E-04,55,1.245937359,,,,,,55,,,,
1194,2.36E-05,55,1.245937359,,,,,,55,,,,
1195,1.72E-04,55,1.245937359,,,,,,55,,,,
1196,9.00E-05,55,1.245937359,,,,,,55,,,,
1197,1.02E-04,55,1.245937359,,,,,,55,,,,
1198,2.02E-04,55,1.245937359,,,,,,55,,,,
1199,3.00E-05,55,1.245937359,,,,,,55,,,,
1200,2.08E-05,55,1.245937359,,,,,,55,,,,
1201,5.41E-06,55,1.245937359,,,,,,55,,,,
1202,5.11E-04,55,1.245937359,,,,,,55,,,,
1203,8.88E-05,55,1.245937359,,,,,,55,,,,
1204,5.85E-05,55,1.245937359,,,,,,55,,,,
1205,1.45E-04,54,1.218237263,,,,,,54,,,,
1206,9.15E-05,54,1.218237263,,,,,,54,,,,
1207,1.19E-04,54,1.218237263,,,,,,54,,,,
1208,1.88E-04,54,1.218237263,,,,,,54,,,,
1209,6.90E-05,54,1.218237263,,,,,,54,,,,
1210,1.49E-04,54,1.218237263,,,,,,54,,,,
1211,3.52E-05,54,1.218237263,,,,,,54,,,,
1212,3.26E-05,54,1.218237263,,,,,,54,,,,
1213,3.54E-04,54,1.218237263,,,,,,54,,,,
1214,6.38E-05,54,1.218237263,,,,,,54,,,,
1215,8.36E-05,54,1.218237263,,,,,,54,,,,
1216,3.14E-04,54,1.218237263,,,,,,54,,,,
1217,1.99E-04,54,1.218237263,,,,,,54,,,,
1218,4.71E-05,54,1.218237263,,,,,,54,,,,
1219,8.39E-06,54,1.218237263,,,,,,54,,,,
1220,1.95E-05,54,1.218237263,,,,,,54,,,,
1221,1.12E-04,54,1.218237263,,,,,,54,,,,
1222,1.29E-04,54,1.218237263,,,,,,54,,,,
1223,1.63E-05,54,1.218237263,,,,,,54,,,,
1224,1.24E-04,54,1.218237263,,,,,,54,,,,
1225,1.19E-05,54,1.218237263,,,,,,54,,,,
1226,2.01E-05,54,1.218237263,,,,,,54,,,,
1227,2.28E-05,54,1.218237263,,,,,,54,,,,
1228,1.29E-04,54,1.218237263,,,,,,54,,,,
1229,5.84E-05,54,1.218237263,,,,,,54,,,,
1230,1.36E-05,54,1.218237263,,,,,,54,,,,
1231,4.30E-05,54,1.218237263,,,,,,54,,,,
1232,2.14E-05,54,1.218237263,,,,,,54,,,,
1233,6.72E-04,54,1.218237263,,,,,,54,,,,
1234,1.82E-04,54,1.218237263,,,,,,54,,,,
1235,1.58E-05,54,1.218237263,,,,,,54,,,,
1236,1.45E-04,54,1.218237263,,,,,,54,,,,
1237,2.28E-05,54,1.218237263,,,,,,54,,,,
1238,9.20E-05,53,1.190537166,,,,,,53,,,,
1239,5.18E-05,53,1.190537166,,,,,,53,,,,
1240,7.07E-05,53,1.190537166,,,,,,53,,,,
1241,5.51E-05,53,1.190537166,,,,,,53,,,,
1242,1.08E-04,53,1.190537166,,,,,,53,,,,
1243,2.50E-05,53,1.190537166,,,,,,53,,,,
1244,9.59E-05,53,1.190537166,,,,,,53,,,,
1245,1.41E-04,53,1.190537166,,,,,,53,,,,
1246,4.95E-05,53,1.190537166,,,,,,53,,,,
1247,3.96E-05,53,1.190537166,,,,,,53,,,,
1248,5.50E-05,53,1.190537166,,,,,,53,,,,
1249,1.52E-05,53,1.190537166,,,,,,53,,,,
1250,2.10E-05,53,1.190537166,,,,,,53,,,,
1251,1.29E-05,53,1.190537166,,,,,,53,,,,
1252,2.20E-04,53,1.190537166,,,,,,53,,,,
1253,9.53E-05,53,1.190537166,,,,,,53,,,,
1254,8.13E-06,53,1.190537166,,,,,,53,,,,
1255,4.94E-05,53,1.190537166,,,,,,53,,,,
1256,9.20E-06,53,1.190537166,,,,,,53,,,,
1257,3.54E-05,53,1.190537166,,,,,,53,,,,
1258,9.20E-06,53,1.190537166,,,,,,53,,,,
1259,1.84E-04,53,1.190537166,,,,,,53,,,,
1260,9.20E-06,53,1.190537166,,,,,,53,,,,
1261,9.20E-06,53,1.190537166,,,,,,53,,,,
1262,9.20E-06,53,1.190537166,,,,,,53,,,,
1263,9.20E-06,52,1.16283707,,,,,,52,,,,
1264,1.30E-05,52,1.16283707,,,,,,52,,,,
1265,1.01E-04,52,1.16283707,,,,,,52,,,,
1266,1.30E-05,52,1.16283707,,,,,,52,,,,
1267,1.30E-05,52,1.16283707,,,,,,52,,,,
1268,9.20E-06,52,1.16283707,,,,,,52,,,,
1269,3.03E-05,52,1.16283707,,,,,,52,,,,
1270,1.87E-05,52,1.16283707,,,,,,52,,,,
1271,1.84E-05,52,1.16283707,,,,,,52,,,,
1272,9.20E-06,52,1.16283707,,,,,,52,,,,
1273,1.84E-05,52,1.16283707,,,,,,52,,,,
1274,9.20E-06,52,1.16283707,,,,,,52,,,,
1275,9.20E-06,52,1.16283707,,,,,,52,,,,
1276,2.57E-05,52,1.16283707,,,,,,52,,,,
1277,9.20E-06,52,1.16283707,,,,,,52,,,,
1278,9.20E-06,52,1.16283707,,,,,,52,,,,
1279,3.03E-05,52,1.16283707,,,,,,52,,,,
1280,1.35E-05,52,1.16283707,,,,,,52,,,,
1281,2.08E-05,52,1.16283707,,,,,,52,,,,
1282,4.02E-05,52,1.16283707,,,,,,52,,,,
1283,2.08E-05,52,1.16283707,,,,,,52,,,,
1284,9.20E-06,52,1.16283707,,,,,,52,,,,
1285,9.20E-06,52,1.16283707,,,,,,52,,,,
1286,2.39E-05,52,1.16283707,,,,,,52,,,,
1287,1.79E-05,51,1.135136974,,,,,,51,,,,
1288,5.26E-05,51,1.135136974,,,,,,51,,,,
1289,9.10E-05,51,1.135136974,,,,,,51,,,,
1290,3.88E-05,51,1.135136974,,,,,,51,,,,
1291,1.64E-04,51,1.135136974,,,,,,51,,,,
1292,4.33E-05,51,1.135136974,,,,,,51,,,,
1293,4.56E-05,51,1.135136974,,,,,,51,,,,
1294,4.97E-05,51,1.135136974,,,,,,51,,,,
1295,5.74E-05,51,1.135136974,,,,,,51,,,,
1296,5.16E-05,51,1.135136974,,,,,,51,,,,
1297,2.53E-04,51,1.135136974,,,,,,51,,,,
1298,7.75E-05,51,1.135136974,,,,,,51,,,,
1299,2.72E-05,51,1.135136974,,,,,,51,,,,
1300,9.68E-05,51,1.135136974,,,,,,51,,,,
1301,4.17E-05,51,1.135136974,,,,,,51,,,,
1302,1.21E-04,51,1.135136974,,,,,,51,,,,
1303,6.02E-05,51,1.135136974,,,,,,51,,,,
1304,5.65E-04,51,1.135136974,,,,,,51,,,,
1305,1.04E-04,51,1.135136974,,,,,,51,,,,
1306,1.92E-04,51,1.135136974,,,,,,51,,,,
1307,1.19E-04,51,1.135136974,,,,,,51,,,,
1308,2.66E-04,51,1.135136974,,,,,,51,,,,
1309,1.61E-05,51,1.135136974,,,,,,51,,,,
1310,1.07E-04,51,1.135136974,,,,,,51,,,,
1311,2.62E-05,51,1.135136974,,,,,,51,,,,
1312,5.64E-05,51,1.135136974,,,,,,51,,,,
1313,7.99E-05,51,1.135136974,,,,,,51,,,,
1314,1.42E-04,51,1.135136974,,,,,,51,,,,
1315,1.23E-04,51,1.135136974,,,,,,51,,,,
1316,1.32E-04,51,1.135136974,,,,,,51,,,,
1317,6.87E-05,50,1.107436878,,,,,,50,,,,
1318,7.48E-05,50,1.107436878,,,,,,50,,,,
1319,4.34E-05,50,1.107436878,,,,,,50,,,,
1320,2.44E-04,50,1.107436878,,,,,,50,,,,
1321,1.36E-04,50,1.107436878,,,,,,50,,,,
1322,2.79E-05,50,1.107436878,,,,,,50,,,,
1323,1.52E-04,50,1.107436878,,,,,,50,,,,
1324,1.14E-04,50,1.107436878,,,,,,50,,,,
1325,2.48E-05,50,1.107436878,,,,,,50,,,,
1326,7.55E-05,50,1.107436878,,,,,,50,,,,
1327,2.24E-05,50,1.107436878,,,,,,50,,,,
1328,4.06E-05,50,1.107436878,,,,,,50,,,,
1329,1.92E-05,50,1.107436878,,,,,,50,,,,
1330,6.92E-04,50,1.107436878,,,,,,50,,,,
1331,4.67E-05,50,1.107436878,,,,,,50,,,,
1332,1.34E-04,50,1.107436878,,,,,,50,,,,
1333,6.99E-05,50,1.107436878,,,,,,50,,,,
1334,6.71E-04,50,1.107436878,,,,,,50,,,,
1335,3.13E-05,50,1.107436878,,,,,,50,,,,
1336,1.82E-05,50,1.107436878,,,,,,50,,,,
1337,7.35E-05,50,1.107436878,,,,,,50,,,,
1338,1.17E-04,50,1.107436878,,,,,,50,,,,
1339,5.20E-05,50,1.107436878,,,,,,50,,,,
1340,2.96E-04,50,1.107436878,,,,,,50,,,,
1341,2.28E-04,50,1.107436878,,,,,,50,,,,
1342,1.20E-05,50,1.107436878,,,,,,50,,,,
1343,1.34E-05,50,1.107436878,,,,,,50,,,,
1344,2.23E-05,50,1.107436878,,,,,,50,,,,
1345,2.12E-05,50,1.107436878,,,,,,50,,,,
1346,1.74E-05,50,1.107436878,,,,,,50,,,,
1347,2.43E-05,50,1.107436878,,,,,,50,,,,
1348,9.64E-06,49,1.079736781,,,,,,49,,,,
1349,1.38E-05,49,1.079736781,,,,,,49,,,,
1350,1.24E-04,49,1.079736781,,,,,,49,,,,
1351,2.70E-05,49,1.079736781,,,,,,49,,,,
1352,3.57E-05,49,1.079736781,,,,,,49,,,,
1353,8.81E-06,49,1.079736781,,,,,,49,,,,
1354,1.18E-04,49,1.079736781,,,,,,49,,,,
1355,7.27E-05,49,1.079736781,,,,,,49,,,,
1356,3.39E-05,49,1.079736781,,,,,,49,,,,
1357,7.33E-05,49,1.079736781,,,,,,49,,,,
1358,1.04E-05,49,1.079736781,,,,,,49,,,,
1359,1.91E-04,49,1.079736781,,,,,,49,,,,
1360,6.48E-05,49,1.079736781,,,,,,49,,,,
1361,7.78E-05,49,1.079736781,,,,,,49,,,,
1362,6.10E-05,49,1.079736781,,,,,,49,,,,
1363,3.63E-05,49,1.079736781,,,,,,49,,,,
1364,3.63E-05,49,1.079736781,,,,,,49,,,,
1365,4.47E-04,49,1.079736781,,,,,,49,,,,
1366,1.17E-04,49,1.079736781,,,,,,49,,,,
1367,1.95E-04,49,1.079736781,,,,,,49,,,,
1368,1.56E-04,49,1.079736781,,,,,,49,,,,
1369,1.54E-05,49,1.079736781,,,,,,49,,,,
1370,2.94E-05,49,1.079736781,,,,,,49,,,,
1371,6.60E-04,49,1.079736781,,,,,,49,,,,
1372,2.21E-05,49,1.079736781,,,,,,49,,,,
1373,1.54E-04,49,1.079736781,,,,,,49,,,,
1374,5.69E-06,49,1.079736781,,,,,,49,,,,
1375,4.68E-05,49,1.079736781,,,,,,49,,,,
1376,2.06E-05,49,1.079736781,,,,,,49,,,,
1377,2.09E-05,49,1.079736781,,,,,,49,,,,
1378,5.69E-06,49,1.079736781,,,,,,49,,,,
1379,1.52E-05,49,1.079736781,,,,,,49,,,,
1380,8.09E-05,48,1.052036685,,,,,,48,,,,
1381,4.40E-05,48,1.052036685,,,,,,48,,,,
1382,2.21E-05,48,1.052036685,,,,,,48,,,,
1383,2.29E-05,48,1.052036685,,,,,,48,,,,
1384,6.51E-05,48,1.052036685,,,,,,48,,,,
1385,2.91E-05,48,1.052036685,,,,,,48,,,,
1386,5.69E-06,48,1.052036685,,,,,,48,,,,
1387,1.79E-04,48,1.052036685,,,,,,48,,,,
1388,6.07E-05,48,1.052036685,,,,,,48,,,,
1389,1.45E-04,48,1.052036685,,,,,,48,,,,
1390,7.63E-05,48,1.052036685,,,,,,48,,,,
1391,2.53E-05,48,1.052036685,,,,,,48,,,,
1392,1.20E-04,48,1.052036685,,,,,,48,,,,
1393,8.29E-05,48,1.052036685,,,,,,48,,,,
1394,6.71E-05,48,1.052036685,,,,,,48,,,,
1395,1.11E-04,48,1.052036685,,,,,,48,,,,
1396,1.19E-04,48,1.052036685,,,,,,48,,,,
1397,6.31E-05,48,1.052036685,,,,,,48,,,,
1398,9.54E-06,48,1.052036685,,,,,,48,,,,
1399,2.63E-05,48,1.052036685,,,,,,48,,,,
1400,5.69E-06,48,1.052036685,,,,,,48,,,,
1401,2.15E-04,48,1.052036685,,,,,,48,,,,
1402,1.23E-05,48,1.052036685,,,,,,48,,,,
1403,2.66E-05,48,1.052036685,,,,,,48,,,,
1404,2.90E-05,48,1.052036685,,,,,,48,,,,
1405,8.86E-06,48,1.052036685,,,,,,48,,,,
1406,7.17E-05,48,1.052036685,,,,,,48,,,,
1407,1.12E-05,47,1.024336589,,,,,,47,,,,
1408,1.18E-04,47,1.024336589,,,,,,47,,,,
1409,3.68E-05,47,1.024336589,,,,,,47,,,,
1410,4.59E-05,47,1.024336589,,,,,,47,,,,
1411,3.38E-05,47,1.024336589,,,,,,47,,,,
1412,8.61E-06,47,1.024336589,,,,,,47,,,,
1413,6.56E-05,47,1.024336589,,,,,,47,,,,
1414,2.48E-05,47,1.024336589,,,,,,47,,,,
1415,7.23E-06,47,1.024336589,,,,,,47,,,,
1416,4.84E-05,47,1.024336589,,,,,,47,,,,
1417,5.69E-06,47,1.024336589,,,,,,47,,,,
1418,3.47E-05,47,1.024336589,,,,,,47,,,,
1419,1.01E-04,47,1.024336589,,,,,,47,,,,
1420,5.27E-05,47,1.024336589,,,,,,47,,,,
1421,5.86E-05,47,1.024336589,,,,,,47,,,,
1422,1.49E-04,47,1.024336589,,,,,,47,,,,
1423,3.60E-05,47,1.024336589,,,,,,47,,,,
1424,1.31E-04,47,1.024336589,,,,,,47,,,,
1425,1.06E-04,47,1.024336589,,,,,,47,,,,
1426,8.00E-05,47,1.024336589,,,,,,47,,,,
1427,1.41E-05,47,1.024336589,,,,,,47,,,,
1428,1.52E-04,47,1.024336589,,,,,,47,,,,
1429,6.64E-05,47,1.024336589,,,,,,47,,,,
1430,2.40E-04,47,1.024336589,,,,,,47,,,,
1431,7.24E-06,47,1.024336589,,,,,,47,,,,
1432,3.70E-05,47,1.024336589,,,,,,47,,,,
1433,2.42E-05,47,1.024336589,,,,,,47,,,,
1434,4.50E-05,47,1.024336589,,,,,,47,,,,
1435,3.25E-05,47,1.024336589,,,,,,47,,,,
1436,6.54E-05,47,1.024336589,,,,,,47,,,,
1437,2.68E-05,47,1.024336589,,,,,,47,,,,
1438,1.47E-04,47,1.024336589,,,,,,47,,,,
1439,2.15E-04,47,1.024336589,,,,,,47,,,,
1440,5.69E-06,47,1.024336589,,,,,,47,,,,
1441,4.49E-05,47,1.024336589,,,,,,47,,,,
1442,4.94E-05,47,1.024336589,,,,,,47,,,,
1443,6.32E-04,47,1.024336589,,,,,,47,,,,
1444,5.69E-06,46,0.996636493,,,,,,46,,,,
1445,1.29E-05,46,0.996636493,,,,,,46,,,,
1446,5.69E-06,46,0.996636493,,,,,,46,,,,
1447,8.82E-06,46,0.996636493,,,,,,46,,,,
1448,5.78E-05,46,0.996636493,,,,,,46,,,,
1449,1.98E-05,46,0.996636493,,,,,,46,,,,
1450,5.69E-06,46,0.996636493,,,,,,46,,,,
1451,1.20E-05,46,0.996636493,,,,,,46,,,,
1452,1.20E-05,46,0.996636493,,,,,,46,,,,
1453,2.10E-05,46,0.996636493,,,,,,46,,,,
1454,1.31E-05,46,0.996636493,,,,,,46,,,,
1455,8.52E-05,46,0.996636493,,,,,,46,,,,
1456,5.69E-06,46,0.996636493,,,,,,46,,,,
1457,2.68E-05,46,0.996636493,,,,,,46,,,,
1458,1.87E-04,46,0.996636493,,,,,,46,,,,
1459,2.14E-04,46,0.996636493,,,,,,46,,,,
1460,8.41E-06,46,0.996636493,,,,,,46,,,,
1461,1.44E-04,46,0.996636493,,,,,,46,,,,
1462,5.69E-06,46,0.996636493,,,,,,46,,,,
1463,7.59E-06,46,0.996636493,,,,,,46,,,,
1464,1.56E-04,46,0.996636493,,,,,,46,,,,
1465,5.02E-05,46,0.996636493,,,,,,46,,,,
1466,2.49E-05,46,0.996636493,,,,,,46,,,,
1467,1.84E-05,46,0.996636493,,,,,,46,,,,
1468,1.64E-05,46,0.996636493,,,,,,46,,,,
1469,7.09E-06,46,0.996636493,,,,,,46,,,,
1470,3.18E-04,45,0.968936396,,,,,,45,,,,
1471,2.00E-04,45,0.968936396,,,,,,45,,,,
1472,1.09E-04,45,0.968936396,,,,,,45,,,,
1473,1.47E-05,45,0.968936396,,,,,,45,,,,
1474,1.55E-05,45,0.968936396,,,,,,45,,,,
1475,4.61E-05,45,0.968936396,,,,,,45,,,,
1476,1.66E-04,45,0.968936396,,,,,,45,,,,
1477,4.92E-05,45,0.968936396,,,,,,45,,,,
1478,3.40E-04,45,0.968936396,,,,,,45,,,,
1479,8.11E-05,45,0.968936396,,,,,,45,,,,
1480,5.69E-06,45,0.968936396,,,,,,45,,,,
1481,1.50E-04,45,0.968936396,,,,,,45,,,,
1482,1.82E-05,45,0.968936396,,,,,,45,,,,
1483,4.56E-05,45,0.968936396,,,,,,45,,,,
1484,6.08E-05,45,0.968936396,,,,,,45,,,,
1485,6.25E-05,45,0.968936396,,,,,,45,,,,
1486,8.18E-05,45,0.968936396,,,,,,45,,,,
1487,1.01E-04,45,0.968936396,,,,,,45,,,,
1488,2.05E-05,45,0.968936396,,,,,,45,,,,
1489,5.69E-06,45,0.968936396,,,,,,45,,,,
1490,4.11E-05,45,0.968936396,,,,,,45,,,,
1491,1.70E-05,45,0.968936396,,,,,,45,,,,
1492,1.55E-05,45,0.968936396,,,,,,45,,,,
1493,2.78E-05,45,0.968936396,,,,,,45,,,,
1494,1.55E-05,45,0.968936396,,,,,,45,,,,
1495,1.55E-05,45,0.968936396,,,,,,45,,,,
1496,1.55E-05,45,0.968936396,,,,,,45,,,,
1497,1.44E-05,45,0.968936396,,,,,,45,,,,
1498,2.13E-05,44,0.9412363,,,,,,44,,,,
1499,4.88E-05,44,0.9412363,,,,,,44,,,,
1500,1.57E-05,44,0.9412363,,,,,,44,,,,
1501,2.00E-05,44,0.9412363,,,,,,44,,,,
1502,1.96E-05,44,0.9412363,,,,,,44,,,,
1503,1.33E-05,44,0.9412363,,,,,,44,,,,
1504,1.20E-04,44,0.9412363,,,,,,44,,,,
1505,9.65E-06,44,0.9412363,,,,,,44,,,,
1506,7.59E-06,44,0.9412363,,,,,,44,,,,
1507,7.32E-04,44,0.9412363,,,,,,44,,,,
1508,3.98E-05,44,0.9412363,,,,,,44,,,,
1509,7.05E-06,44,0.9412363,,,,,,44,,,,
1510,1.58E-05,44,0.9412363,,,,,,44,,,,
1511,1.87E-05,44,0.9412363,,,,,,44,,,,
1512,5.69E-06,44,0.9412363,,,,,,44,,,,
1513,3.92E-05,44,0.9412363,,,,,,44,,,,
1514,2.69E-05,44,0.9412363,,,,,,44,,,,
1515,7.24E-05,44,0.9412363,,,,,,44,,,,
1516,2.35E-05,44,0.9412363,,,,,,44,,,,
1517,1.08E-04,44,0.9412363,,,,,,44,,,,
1518,5.69E-06,44,0.9412363,,,,,,44,,,,
1519,4.70E-05,44,0.9412363,,,,,,44,,,,
1520,1.02E-05,44,0.9412363,,,,,,44,,,,
1521,3.17E-05,44,0.9412363,,,,,,44,,,,
1522,5.69E-06,44,0.9412363,,,,,,44,,,,
1523,2.20E-05,44,0.9412363,,,,,,44,,,,
1524,7.40E-05,44,0.9412363,,,,,,44,,,,
1525,7.59E-06,44,0.9412363,,,,,,44,,,,
1526,2.34E-05,44,0.9412363,,,,,,44,,,,
1527,1.66E-04,44,0.9412363,,,,,,44,,,,
1528,8.41E-04,44,0.9412363,,,,,,44,,,,
1529,3.35E-05,44,0.9412363,,,,,,44,,,,
1530,1.20E-05,44,0.9412363,,,,,,44,,,,
1531,2.17E-05,44,0.9412363,,,,,,44,,,,
1532,2.36E-05,44,0.9412363,,,,,,44,,,,
1533,1.56E-05,44,0.9412363,,,,,,44,,,,
1534,1.17E-05,44,0.9412363,,,,,,44,,,,
1535,5.80E-05,44,0.9412363,,,,,,44,,,,
1536,5.69E-06,44,0.9412363,,,,,,44,,,,
1537,1.43E-05,44,0.9412363,,,,,,44,,,,
1538,8.75E-05,43,0.913536204,,,,,,43,,,,
1539,2.10E-05,43,0.913536204,,,,,,43,,,,
1540,5.69E-06,43,0.913536204,,,,,,43,,,,
1541,9.52E-05,43,0.913536204,,,,,,43,,,,
1542,1.59E-05,43,0.913536204,,,,,,43,,,,
1543,4.36E-05,43,0.913536204,,,,,,43,,,,
1544,6.54E-05,43,0.913536204,,,,,,43,,,,
1545,2.99E-05,43,0.913536204,,,,,,43,,,,
1546,1.14E-04,43,0.913536204,,,,,,43,,,,
1547,4.50E-05,43,0.913536204,,,,,,43,,,,
1548,7.50E-05,43,0.913536204,,,,,,43,,,,
1549,9.78E-05,43,0.913536204,,,,,,43,,,,
1550,5.82E-05,43,0.913536204,,,,,,43,,,,
1551,3.48E-05,43,0.913536204,,,,,,43,,,,
1552,2.70E-04,43,0.913536204,,,,,,43,,,,
1553,4.05E-05,43,0.913536204,,,,,,43,,,,
1554,1.97E-05,43,0.913536204,,,,,,43,,,,
1555,1.21E-04,43,0.913536204,,,,,,43,,,,
1556,5.69E-06,43,0.913536204,,,,,,43,,,,
1557,5.69E-06,43,0.913536204,,,,,,43,,,,
1558,1.38E-04,43,0.913536204,,,,,,43,,,,
1559,3.23E-04,43,0.913536204,,,,,,43,,,,
1560,2.42E-04,43,0.913536204,,,,,,43,,,,
1561,5.69E-06,43,0.913536204,,,,,,43,,,,
1562,1.30E-04,43,0.913536204,,,,,,43,,,,
1563,1.42E-05,43,0.913536204,,,,,,43,,,,
1564,1.31E-05,43,0.913536204,,,,,,43,,,,
1565,7.97E-05,43,0.913536204,,,,,,43,,,,
1566,2.44E-04,43,0.913536204,,,,,,43,,,,
1567,9.77E-06,43,0.913536204,,,,,,43,,,,
1568,1.22E-04,43,0.913536204,,,,,,43,,,,
1569,7.76E-04,43,0.913536204,,,,,,43,,,,
1570,1.33E-05,43,0.913536204,,,,,,43,,,,
1571,9.93E-06,43,0.913536204,,,,,,43,,,,
1572,1.29E-04,43,0.913536204,,,,,,43,,,,
1573,3.04E-05,43,0.913536204,,,,,,43,,,,
1574,7.45E-05,43,0.913536204,,,,,,43,,,,
1575,7.05E-06,43,0.913536204,,,,,,43,,,,
1576,1.04E-05,43,0.913536204,,,,,,43,,,,
1577,2.14E-05,43,0.913536204,,,,,,43,,,,
1578,5.39E-05,43,0.913536204,,,,,,43,,,,
1579,4.68E-05,43,0.913536204,,,,,,43,,,,
1580,5.69E-06,43,0.913536204,,,,,,43,,,,
1581,7.80E-06,43,0.913536204,,,,,,43,,,,
1582,5.69E-06,43,0.913536204,,,,,,43,,,,
1583,7.16E-06,43,0.913536204,,,,,,43,,,,
1584,4.13E-05,43,0.913536204,,,,,,43,,,,
1585,7.10E-05,43,0.913536204,,,,,,43,,,,
1586,1.54E-04,43,0.913536204,,,,,,43,,,,
1587,1.15E-05,43,0.913536204,,,,,,43,,,,
1588,7.22E-04,42,0.885836108,,,,,,42,,,,
1589,5.69E-06,42,0.885836108,,,,,,42,,,,
1590,9.98E-06,42,0.885836108,,,,,,42,,,,
1591,1.71E-05,42,0.885836108,,,,,,42,,,,
1592,1.22E-04,42,0.885836108,,,,,,42,,,,
1593,1.70E-05,42,0.885836108,,,,,,42,,,,
1594,4.14E-05,42,0.885836108,,,,,,42,,,,
1595,1.63E-05,42,0.885836108,,,,,,42,,,,
1596,4.05E-05,42,0.885836108,,,,,,42,,,,
1597,1.08E-04,42,0.885836108,,,,,,42,,,,
1598,1.32E-05,42,0.885836108,,,,,,42,,,,
1599,1.75E-05,42,0.885836108,,,,,,42,,,,
1600,1.63E-05,42,0.885836108,,,,,,42,,,,
1601,1.46E-04,42,0.885836108,,,,,,42,,,,
1602,1.21E-04,42,0.885836108,,,,,,42,,,,
1603,6.41E-05,42,0.885836108,,,,,,42,,,,
1604,4.55E-05,42,0.885836108,,,,,,42,,,,
1605,1.73E-05,42,0.885836108,,,,,,42,,,,
1606,7.53E-05,42,0.885836108,,,,,,42,,,,
1607,8.75E-05,42,0.885836108,,,,,,42,,,,
1608,1.34E-05,42,0.885836108,,,,,,42,,,,
1609,1.00E-05,42,0.885836108,,,,,,42,,,,
1610,5.69E-06,42,0.885836108,,,,,,42,,,,
1611,3.22E-05,42,0.885836108,,,,,,42,,,,
1612,1.16E-05,42,0.885836108,,,,,,42,,,,
1613,2.41E-05,42,0.885836108,,,,,,42,,,,
1614,1.00E-05,42,0.885836108,,,,,,42,,,,
1615,8.31E-05,42,0.885836108,,,,,,42,,,,
1616,5.02E-05,42,0.885836108,,,,,,42,,,,
1617,1.93E-05,42,0.885836108,,,,,,42,,,,
1618,1.86E-05,42,0.885836108,,,,,,42,,,,
1619,4.67E-05,42,0.885836108,,,,,,42,,,,
1620,3.32E-05,42,0.885836108,,,,,,42,,,,
1621,1.74E-05,42,0.885836108,,,,,,42,,,,
1622,3.06E-05,42,0.885836108,,,,,,42,,,,
1623,4.69E-05,42,0.885836108,,,,,,42,,,,
1624,2.38E-05,42,0.885836108,,,,,,42,,,,
1625,1.04E-05,42,0.885836108,,,,,,42,,,,
1626,1.47E-05,41,0.858136012,,,,,,41,,,,
1627,5.69E-06,41,0.858136012,,,,,,41,,,,
1628,1.90E-04,41,0.858136012,,,,,,41,,,,
1629,8.97E-05,41,0.858136012,,,,,,41,,,,
1630,1.45E-05,41,0.858136012,,,,,,41,,,,
1631,8.53E-06,41,0.858136012,,,,,,41,,,,
1632,1.65E-05,41,0.858136012,,,,,,41,,,,
1633,1.51E-05,41,0.858136012,,,,,,41,,,,
1634,2.66E-05,41,0.858136012,,,,,,41,,,,
